Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Cotton(lint),1997,Kharif,Meghalaya,0.040623174084315906,0.018338842094039878,1.0,0.02903274061381734,0.04717756683547475,0.15704592533993508
Dry chillies,1997,Whole Year,Meghalaya,0.00950755138143564,0.0036284006003592315,1.0,0.006794692763213961,0.011042562595939286,0.12616241695669997
Ginger,1997,Kharif,Meghalaya,0.03961614371992709,0.1484822885825125,1.0,0.028313025323394556,0.04600808850511942,1.0
Gram,1997,Rabi,Meghalaya,0.0023829461831125854,0.0008857759150967383,1.0,0.0017028033020944956,0.0027686597560456503,0.12090564951779455
Jute,1997,Kharif,Meghalaya,0.022846664817751737,0.11378283727148213,1.0,0.01632803380266439,0.02653346005203644,1.0
Linseed,1997,Kharif,Meghalaya,0.0002665668611617469,7.217433382269719e-05,1.0,0.0001902465687460831,0.0003108790938550238,0.08673666165773122
Maize,1997,Kharif,Meghalaya,0.09248793044489739,0.08161604894732094,1.0,0.06610000244302489,0.10740882779618192,0.2847102757098018
Mesta,1997,Kharif,Meghalaya,0.02524307397365027,0.07072428584316845,1.0,0.018040725269178496,0.029316443244593256,0.9225626739958684
Mesta,1997,Whole Year,Meghalaya,0.004633955232922892,0.0023391045461628682,1.0,0.0033115786571571836,0.005382787788604637,0.14833940431236986
Other  Rabi pulses,1997,Rabi,Meghalaya,0.010277633424791797,0.0049570644730043386,1.0,0.007345063279419618,0.011936869554446308,0.15319722056211726
Potato,1997,Whole Year,Meghalaya,0.11181537417640264,0.6578001591115996,1.0,0.07991314777632628,0.12985405628626376,1.0
Rapeseed &Mustard,1997,Rabi,Meghalaya,0.03723050494225731,0.014654670417544926,1.0,0.026608031346617596,0.043237613102192075,0.11996694120848865
Rice,1997,Kharif,Meghalaya,0.5663576465646533,0.49242907641457595,1.0,0.40477030715293216,0.657720302018737,0.27175609910951826
Sesamum,1997,Kharif,Meghalaya,0.007138068171108999,0.0022570882577279848,1.0,0.005101245021042711,0.008290848877456142,0.11348985280978252
Small millets,1997,Kharif,Meghalaya,0.015097377682160755,0.007338817489153346,1.0,0.010789689936790683,0.01753410541363361,0.1698123602389316
Soyabean,1997,Kharif,Meghalaya,0.004833207230154905,0.002670450351439796,1.0,0.003453982217294312,0.00561418189674981,0.1816400868286222
Sugarcane,1997,Whole Year,Meghalaya,0.0004388929128218661,0.0007381465959139486,1.0,0.0003134064045403558,0.0005110037279265252,0.46364688231587237
Sweet potato,1997,Whole Year,Meghalaya,0.02806491306958472,0.05569890180189786,1.0,0.02005746758030971,0.03259348412751409,0.6350362727667628
Tapioca,1997,Whole Year,Meghalaya,0.02131727110926818,0.06917909896905526,1.0,0.015234990259990219,0.024757353924651865,1.0
Tobacco,1997,Rabi,Meghalaya,0.003993117728311824,0.0016567290263846401,1.0,0.002853578017797232,0.004638574305651242,0.12182558387381341
Turmeric,1997,Whole Year,Meghalaya,0.007541957354687404,0.0233779228554791,1.0,0.005389900886185538,0.008759890988561224,1.0
Wheat,1997,Rabi,Meghalaya,0.0230836131387844,0.022616811698803384,1.0,0.01649737857688151,0.026808631423884753,0.27302335544535855
Arecanut,1997,Whole Year,West Bengal,0.043391161289106576,0.040755534049062146,0.6473361425174186,0.031010995476262848,0.050392068770248245,0.33349550661093896
Arhar/Tur,1997,Whole Year,West Bengal,0.01954554389063758,0.007155101003059208,0.6473361425174186,0.01396875319823035,0.02269982253060424,0.15330553316549114
Bajra,1997,Kharif,West Bengal,0.0011120415521192065,0.00031166189605255607,0.6473361425174186,0.0007944995131117339,0.0012927405797683274,0.0841082780368429
Barley,1997,Whole Year,West Bengal,0.03293312402898309,0.016514799839248074,0.6473361425174186,0.023536732941497916,0.038247005040034004,0.33117634451133743
Castor seed,1997,Whole Year,West Bengal,0.0035515322209327686,0.00015090997072018502,0.6473361425174186,0.002537980938574408,0.004125754930843019,0.01379901435463906
Coconut,1997,Whole Year,West Bengal,0.1307120027787576,1.0,0.6473361425174186,0.09341839352014203,0.15179897319116684,1.0
Cotton(lint),1997,Kharif,West Bengal,0.14001222437928965,0.170593879944557,0.6473361425174186,0.10006517590816418,0.16259944953621316,0.3942575529896874
Dry chillies,1997,Whole Year,West Bengal,0.34483250715557,0.1823025252815209,0.6473361425174186,0.24644833823939455,0.40046008491982205,0.18584862988366735
Gram,1997,Rabi,West Bengal,0.1372388519853846,0.05575139222649619,0.6473361425174186,0.0980830723008501,0.15937869370662494,0.11778444395566912
Groundnut,1997,Whole Year,West Bengal,0.15947968302776874,0.12686935625415208,0.6473361425174186,0.11397838860804842,0.18520727929147807,0.22275551743917335
Horse-gram,1997,Kharif,West Bengal,0.030396699956110707,0.008385345329582456,0.6473361425174186,0.021723974108400965,0.035301420582294095,0.08651762970575126
Jowar,1997,Whole Year,West Bengal,0.005102466685873841,0.0014762931918278971,0.6473361425174186,0.003646419460722863,0.005926876637486531,0.09501607027051466
Jute,1997,Kharif,West Bengal,1.0000000000000002,1.0,0.6473361425174186,1.0,0.9999999999999998,1.0
Khesari,1997,Rabi,West Bengal,0.13603256962376378,0.093367342754271,0.6473361425174186,0.09722095345029019,0.15797782126812443,0.21602994742918039
Linseed,1997,Whole Year,West Bengal,0.08877753514509046,0.013811542972434325,0.6473361425174186,0.06344821722857945,0.10309989426882991,0.04958546925545474
Maize,1997,Whole Year,West Bengal,0.1910045801033418,0.42776415396097667,0.6473361425174186,0.1365089410686632,0.22181757953693335,0.5240592703445405
Masoor,1997,Rabi,West Bengal,0.27572976043986225,0.11495402987033225,0.6473361425174186,0.19706124408589112,0.32021010665715,0.1305688248670914
Mesta,1997,Kharif,West Bengal,0.05217440473465827,0.2919779868281841,0.6473361425174186,0.037288298356902186,0.06059217121308008,1.0
Moong(Green Gram),1997,Kharif,West Bengal,0.008021239185867111,0.0023325432430880773,0.6473361425174186,0.005732439179488358,0.009316487627072587,0.10820179512018407
Moong(Green Gram),1997,Rabi,West Bengal,0.017601490620346858,0.005609914128946009,0.6473361425174186,0.01257935630067621,0.020442166502485117,0.1070127644110764
Moong(Green Gram),1997,Summer,West Bengal,0.053628405795540526,0.000994037415830784,0.6473361425174186,0.038327459471416365,0.062280722813058374,0.00906792371876281
Niger seed,1997,Rabi,West Bengal,1.0000000000000002,1.0,0.6473361425174186,1.0,0.9999999999999998,0.13777111159441063
Niger seed,1997,Whole Year,West Bengal,0.035065658918277065,0.011554454714706341,0.6473361425174186,0.025060835909452045,0.040723547386668835,0.07959074350979314
Other Kharif pulses,1997,Kharif,West Bengal,0.006884964282733199,0.002378472364611612,0.6473361425174186,0.004920354012219872,0.007996915821163625,0.11532033424948356
Potato,1997,Whole Year,West Bengal,1.0000000000000002,1.0,0.6473361425174186,1.0,0.9999999999999998,1.0
Ragi,1997,Autumn,West Bengal,0.06788838657041539,0.05029238806827036,0.6473361425174186,0.048518935883392435,0.0788410362824751,0.1943689736239159
Rapeseed &Mustard,1997,Whole Year,West Bengal,1.0000000000000002,0.8232795033093573,0.6473361425174186,1.0,0.9999999999999998,0.14160417104975315
Rice,1997,Autumn,West Bengal,1.0000000000000002,1.0,0.6473361425174186,1.0,0.9999999999999998,0.3621693687719981
Rice,1997,Summer,West Bengal,1.0000000000000002,1.0,0.6473361425174186,1.0,0.9999999999999998,0.5606123371758504
Rice,1997,Winter,West Bengal,1.0000000000000002,1.0,0.6473361425174186,1.0,0.9999999999999998,0.3914101374168191
Safflower,1997,Whole Year,West Bengal,0.058157349840733036,0.00984195461218598,0.6473361425174186,0.0415642539058846,0.06754024835225002,0.058645811007216
Sannhamp,1997,Whole Year,West Bengal,0.01084846347091594,0.0297653513987878,0.6473361425174186,0.0077530302354881465,0.012599782404808156,0.9065107594229149
Sesamum,1997,Whole Year,West Bengal,0.6888330025929685,0.29179098969055256,0.6473361425174186,0.49230231169884303,0.7999526317902419,0.12802418864709403
Small millets,1997,Whole Year,West Bengal,0.027170971676597853,0.010570259253487743,0.6473361425174186,0.01941857593212692,0.03155533758826818,0.12353403333581163
Soyabean,1997,Kharif,West Bengal,0.008371276478301728,0.003844923601827323,0.6473361425174186,0.005982607595945475,0.009722990790030323,0.23589743593787255
Sugarcane,1997,Whole Year,West Bengal,0.13891903098907077,1.0,0.6473361425174186,0.09928388069984427,0.16132990888882207,1.0
Turmeric,1997,Whole Year,West Bengal,0.06720985274200367,0.07727902761488432,0.6473361425174186,0.04803399402995249,0.07805304553581857,0.3274528009334205
Urad,1997,Kharif,West Bengal,0.3730347425475714,0.14592338038334413,0.6473361425174186,0.26660421511610094,0.4332117320645862,0.35976001710308975
Urad,1997,Rabi,West Bengal,0.08989765448088123,0.034620715674132885,0.6473361425174186,0.06424875616124222,0.10440070439029468,0.12386258116521721
Wheat,1997,Rabi,West Bengal,1.0000000000000002,1.0,0.6473361425174186,1.0,0.9999999999999998,0.37191629171931473
Arecanut,1998,Kharif,Puducherry,0.0003527298869918065,7.545498536009251e-05,0.4728138428803873,0.00026151527823313486,0.0003843119232925505,0.06899507177319529
Bajra,1998,Kharif,Puducherry,0.0007997005834852406,0.0010629310981160858,0.4728138428803873,0.0005931454917482114,0.0008698965948753164,0.4277694449938108
Black pepper,1998,Kharif,Puducherry,6.192967481535532e-05,2.2964560761767288e-05,0.4728138428803873,4.5755862211277864e-05,6.838936587725702e-05,0.11433469036700934
Coriander,1998,Kharif,Puducherry,8.077783671568086e-06,3.280651537395327e-06,0.4728138428803873,5.800414799822864e-06,9.885188578128596e-06,0.09856438824742185
Cotton(lint),1998,Summer,Puducherry,0.0024367980742563728,0.0012204023719110616,0.4728138428803873,0.0018077910930564434,0.0026484235847688206,0.16558817225566871
Dry chillies,1998,Kharif,Puducherry,4.038891835784043e-05,7.545498536009251e-05,0.4728138428803873,2.9773683246695862e-05,4.498769495760565e-05,0.5421041353608201
Groundnut,1998,Rabi,Puducherry,0.005630215219082957,0.006764703470109164,0.4728138428803873,0.004177149124555725,0.006117721298607136,0.3035783158020593
Onion,1998,Kharif,Puducherry,0.00013732232241665747,0.0014073995095425951,0.4728138428803873,0.00010169348858731487,0.00015029521409603682,1.0
Ragi,1998,Kharif,Puducherry,0.0006004485862532278,0.0012007184626866897,0.4728138428803873,0.00044531033632582784,0.0006534311388685411,0.6446110991381389
Rice,1998,Kharif,Puducherry,0.0266270675760456,0.03778654440771938,0.4728138428803873,0.01975577807028203,0.02892850002753731,0.4849367901773155
Rice,1998,Rabi,Puducherry,0.07517993263128418,0.09914128946008678,0.4728138428803873,0.05577960945644986,0.0816758662804315,0.5036640239443256
Rice,1998,Summer,Puducherry,0.0307790483832316,0.048760323800306746,0.4728138428803873,0.02283634306570521,0.033439172097300116,0.5026783800618514
Sesamum,1998,Kharif,Puducherry,0.0007889302052564831,0.0003936781844874392,0.4728138428803873,0.0005851544022659204,0.0008581957594154907,0.1590172131048835
Small millets,1998,Kharif,Puducherry,1.8848161900325536e-05,9.84195461218598e-06,0.4728138428803873,1.3791504282113863e-05,2.158602403795428e-05,0.14784658237113277
Sugarcane,1998,Kharif,Puducherry,0.014591169905409155,0.7623217170930147,0.4728138428803873,0.010825735573821837,0.015852816401182107,1.0
Tapioca,1998,Kharif,Puducherry,0.003492295140674603,0.0626932508796247,0.4728138428803873,0.002590917862320961,0.003795105459831738,1.0
Arecanut,1998,Whole Year,Assam,0.40096233329473946,0.18160046585251832,0.8565647294421964,0.29749408411678796,0.4356027372692388,0.15461752728577055
Arhar/Tur,1998,Kharif,Assam,0.041231700454240704,0.017679431135023415,0.8565647294421964,0.030591695408268622,0.04479483291106094,0.13979001502680627
Banana,1998,Whole Year,Assam,0.2255559534611957,1.0,0.8565647294421964,0.1673512008081968,0.24504293097051771,1.0
Castor seed,1998,Kharif,Assam,0.009302914195089248,0.0023227012884758915,0.8565647294421964,0.006902110638016956,0.010107706190407696,0.08110441081625194
Coconut,1998,Whole Year,Assam,0.10859503108600416,1.0,0.8565647294421964,0.0805719645752577,0.11797770829454068,1.0
Cotton(lint),1998,Kharif,Assam,0.008893639822396463,0.0024637693045838904,0.8565647294421964,0.006598449237689898,0.00966307444293432,0.07868009431340474
Dry chillies,1998,Whole Year,Assam,0.07928883192555514,0.03178951339736072,0.8565647294421964,0.05882821009394387,0.08613973500835499,0.125562459862271
Gram,1998,Rabi,Assam,0.01616364512680774,0.0049308192607051765,0.8565647294421964,0.011992434638236321,0.01756113837831666,0.09076884108733994
Jute,1998,Kharif,Assam,0.42382246108527716,1.0,0.8565647294421964,0.3144551715429506,0.4604377605327189,1.0
Linseed,1998,Rabi,Assam,0.05504471053262213,0.017098755812904442,0.8565647294421964,0.04084026766930683,0.059801154388287384,0.09480102071407745
Maize,1998,Kharif,Assam,0.10667790376128533,0.04581429871972574,0.8565647294421964,0.07914955064740989,0.1158949595826917,0.11999142913649116
Mesta,1998,Kharif,Assam,0.0283234021470749,0.08406013434268046,0.8565647294421964,0.02101437466374286,0.030771381612459858,0.9680008569779299
Niger seed,1998,Kharif,Assam,0.04713386772359979,0.014690757584456274,0.8565647294421964,0.03497081244456409,0.051206890743045415,0.1026164798518731
Onion,1998,Whole Year,Assam,0.04352579101696604,0.06017042984736769,0.8565647294421964,0.032293797467996606,0.04728711086400381,0.46136704523876504
Other  Rabi pulses,1998,Rabi,Assam,0.6254385563385022,0.20448301032585073,0.8565647294421964,0.46404437110669705,0.6794715499229257,0.1001928434433048
Potato,1998,Whole Year,Assam,0.41443069126980064,1.0,0.8565647294421964,0.30748694151439293,0.45023463201175085,1.0
Rapeseed &Mustard,1998,Rabi,Assam,1.0000000000000002,0.44495804866846556,0.8565647294421964,1.0,0.9999999999999998,0.09333619028783627
Rice,1998,Autumn,Assam,1.0000000000000002,1.0,0.8565647294421964,1.0,0.9999999999999998,0.20809942146474186
Rice,1998,Summer,Assam,1.0000000000000002,1.0,0.8565647294421964,0.8946522189494298,0.9999999999999998,0.3322048424156626
Rice,1998,Winter,Assam,1.0000000000000002,1.0,0.8565647294421964,1.0,0.9999999999999998,0.27512320547298874
Sesamum,1998,Kharif,Assam,0.08583722188863967,0.026934149122015635,0.8565647294421964,0.0636867924991768,0.09325384296792902,0.09565031062185018
Small millets,1998,Kharif,Assam,0.056794896994795216,0.01787955087880453,0.8565647294421964,0.04213881971017912,0.06170254015050906,0.10277577567358305
Sugarcane,1998,Whole Year,Assam,0.1646279238211148,1.0,0.8565647294421964,0.12214560760687661,0.17885130477428382,1.0
Sweet potato,1998,Whole Year,Assam,0.05079579632137732,0.10641449391849221,0.8565647294421964,0.03768778286854303,0.05518517479938615,0.6772659095224698
Tapioca,1998,Whole Year,Assam,0.015065066547474483,0.04350472003739943,0.8565647294421964,0.011177343511042642,0.016367653161414437,0.8762802655414312
Tobacco,1998,Whole Year,Assam,0.007886609458007643,0.0024014369253733793,0.8565647294421964,0.00585128237109569,0.008569046327440618,0.11227379870234906
Turmeric,1998,Whole Year,Assam,0.057775001413612144,0.024329311801323743,0.8565647294421964,0.0428660088530676,0.06276731617735318,0.1314763231571163
Wheat,1998,Rabi,Assam,0.4824617853517471,0.29692848999811366,0.8565647294421964,0.357962658229284,0.5241429591937398,0.19703917259513185
Arecanut,1998,Whole Year,Goa,0.008075091077010897,0.0059707857980594945,1.0,0.005991126437035782,0.008773810947987567,0.23852581955876087
Banana,1998,Whole Year,Goa,0.010229166722762388,0.04724138213849271,1.0,0.007589344333493982,0.011113978039952704,1.0
Black pepper,1998,Whole Year,Goa,0.0013436046840374918,0.00022964560761767287,1.0,0.000996695510603907,0.0014607887855965136,0.05519605741855624
Cashewnut,1998,Whole Year,Goa,0.28473918182821784,0.049209773060929905,1.0,0.21126223751338585,0.30933902182225986,0.05519605741855624
Coconut,1998,Whole Year,Goa,0.13386233841066916,1.0,1.0,0.09931906050071238,0.14542786828329174,1.0
Groundnut,1998,Kharif,Goa,0.0018821235954753642,0.0013516284334068747,1.0,0.001396249984718457,0.0020458305585877978,0.23261195626391556
Groundnut,1998,Rabi,Goa,0.005640985597311713,0.006968103865427675,1.0,0.004185140214038016,0.006129422134066962,0.4001714162845327
Other  Rabi pulses,1998,Rabi,Goa,0.04669228221622073,0.030247607174784915,1.0,0.034643177775790165,0.050727156489192564,0.20895650308453434
Other Kharif pulses,1998,Kharif,Goa,0.00645953434269728,0.0010629310981160858,1.0,0.004792463014692132,0.007018685629013714,0.053224769653607805
Ragi,1998,Kharif,Goa,0.013460280191389623,0.008122893206590829,1.0,0.009986671178181281,0.01462422867790041,0.19515748872989527
Rice,1998,Kharif,Goa,0.2207900610949705,0.34200464212192544,1.0,0.16381514371228303,0.23986531127954486,0.500707092296903
Rice,1998,Rabi,Goa,0.08313924214233594,0.1539445733922757,1.0,0.0616850245838629,0.09032278368524269,0.5992714805443249
Sugarcane,1998,Whole Year,Goa,0.007105757036422727,0.20996169839330092,1.0,0.005271928383629592,0.007720735756603255,1.0
Arecanut,1998,Whole Year,Karnataka,0.5279989445029336,1.0,0.40030873211231177,0.39174898456041035,0.5736140915178828,1.0
Arhar/Tur,1998,Kharif,Karnataka,1.0000000000000002,0.7265101249108074,0.40030873211231177,1.0,0.9999999999999998,0.07901578451264026
Bajra,1998,Kharif,Karnataka,1.0000000000000002,0.9259015640506205,0.40030873211231177,1.0,0.9999999999999998,0.11862514023155933
Bajra,1998,Rabi,Karnataka,0.002426027696027615,0.0017584292240438951,0.40030873211231177,0.0017998000035741525,0.002636722749308995,0.234583244028864
Bajra,1998,Summer,Karnataka,0.004553177396207211,0.0016337644656228727,0.40030873211231177,0.003378040176326625,0.004947637752624568,0.11630597813195778
Black pepper,1998,Whole Year,Karnataka,0.023622132050222275,0.03392849819974247,0.40030873211231177,0.017526264104722838,0.025663966934245944,0.4411742017954602
Cardamom,1998,Whole Year,Karnataka,0.10887506091995186,0.0037825912226168118,0.40030873211231177,0.08077973290179725,0.11828193001649616,0.011827726589690621
Castor seed,1998,Kharif,Karnataka,0.14672217001580554,0.07625874498675438,0.40030873211231177,0.10886042134256782,0.15939866582232362,0.16397530048382522
Coconut,1998,Whole Year,Karnataka,1.0000000000000002,1.0,0.40030873211231177,1.0,0.9999999999999998,1.0
Coriander,1998,Whole Year,Karnataka,0.09658067417182523,0.009782902884512865,0.40030873211231177,0.07165790425776208,0.10492542633910512,0.023261195626391555
Cotton(lint),1998,Kharif,Karnataka,1.0000000000000002,1.0,0.40030873211231177,1.0,0.9999999999999998,0.30683522599669644
Dry chillies,1998,Whole Year,Karnataka,0.9171973321773127,0.4806088889253406,0.40030873211231177,0.680514994092478,0.9964354816941438,0.221514336312244
